"","temp","sh","stability","S","CA","CS","CB","N"
"1",298.85,14.2,"seagrass",657.65,0.18,5.46,8321.12,0
"2",298.912416107383,14.2,"seagrass",657.65,0.18,5.46,8280.22,0
"3",298.974832214765,14.2,"seagrass",657.65,0.18,5.46,8239.53,0
"4",299.037248322148,14.2,"seagrass",657.65,0.18,5.46,8199.05,0
"5",299.09966442953,14.2,"seagrass",657.65,0.18,5.46,8158.78,0
"6",299.162080536913,14.2,"seagrass",657.65,0.18,5.46,8118.73,0
"7",299.224496644295,14.2,"seagrass",657.65,0.18,5.46,8078.88,0
"8",299.286912751678,14.2,"seagrass",657.65,0.18,5.46,8039.24,0
"9",299.34932885906,14.2,"seagrass",657.65,0.18,5.46,7999.81,0
"10",299.411744966443,14.2,"seagrass",657.65,0.18,5.46,7960.58,0
"11",299.474161073826,14.2,"seagrass",657.64,0.18,5.46,7921.56,0
"12",299.536577181208,14.2,"seagrass",657.64,0.18,5.46,7882.74,0
"13",299.598993288591,14.2,"seagrass",657.64,0.18,5.46,7844.12,0
"14",299.661409395973,14.2,"seagrass",657.64,0.18,5.46,7805.7,0
"15",299.723825503356,14.2,"seagrass",657.63,0.18,5.46,7767.49,0
"16",299.786241610738,14.2,"seagrass",657.63,0.18,5.46,7729.47,0
"17",299.848657718121,14.2,"seagrass",657.63,0.18,5.46,7691.64,0
"18",299.911073825503,14.2,"seagrass",657.62,0.18,5.46,7654.02,0
"19",299.973489932886,14.2,"seagrass",657.62,0.18,5.46,7616.59,0
"20",300.035906040268,14.2,"seagrass",657.61,0.18,5.46,7579.35,0
"21",300.098322147651,14.2,"seagrass",657.61,0.18,5.46,7542.3,0
"22",300.160738255034,14.2,"seagrass",657.6,0.18,5.46,7505.45,0
"23",300.223154362416,14.2,"seagrass",657.6,0.18,5.46,7468.79,0
"24",300.285570469799,14.2,"seagrass",657.59,0.18,5.46,7432.31,0
"25",300.347986577181,14.2,"seagrass",657.59,0.18,5.46,7396.03,0
"26",300.410402684564,14.2,"seagrass",657.58,0.18,5.46,7359.93,0
"27",300.472818791946,14.2,"seagrass",657.57,0.18,5.46,7324.02,0
"28",300.535234899329,14.2,"seagrass",657.57,0.18,5.46,7288.29,0.01
"29",300.597651006711,14.2,"seagrass",657.56,0.18,5.46,7252.74,0.01
"30",300.660067114094,14.2,"seagrass",657.55,0.18,5.46,7217.38,0.01
"31",300.722483221477,14.2,"seagrass",657.54,0.18,5.46,7182.2,0.01
"32",300.784899328859,14.2,"seagrass",657.53,0.18,5.46,7147.2,0.01
"33",300.847315436242,14.2,"seagrass",657.52,0.18,5.46,7112.38,0.01
"34",300.909731543624,14.2,"seagrass",657.51,0.17,5.46,7077.74,0.01
"35",300.972147651007,14.2,"seagrass",657.5,0.17,5.46,7043.27,0.01
"36",301.034563758389,14.2,"seagrass",657.49,0.17,5.46,7008.98,0.01
"37",301.096979865772,14.2,"seagrass",657.48,0.17,5.46,6974.86,0.01
"38",301.159395973154,14.2,"seagrass",657.47,0.17,5.46,6940.92,0.01
"39",301.221812080537,14.2,"seagrass",657.46,0.17,5.46,6907.15,0.01
"40",301.284228187919,14.2,"seagrass",657.44,0.17,5.46,6873.56,0.01
"41",301.346644295302,14.2,"seagrass",657.43,0.17,5.46,6840.13,0.01
"42",301.409060402685,14.2,"seagrass",657.41,0.17,5.46,6806.87,0.01
"43",301.471476510067,14.2,"seagrass",657.4,0.17,5.46,6773.78,0.01
"44",301.53389261745,14.2,"seagrass",657.38,0.17,5.46,6740.86,0.01
"45",301.596308724832,14.2,"seagrass",657.37,0.17,5.46,6708.1,0.01
"46",301.658724832215,14.2,"seagrass",657.35,0.17,5.46,6675.51,0.01
"47",301.721140939597,14.2,"seagrass",657.33,0.17,5.46,6643.08,0.01
"48",301.78355704698,14.2,"seagrass",657.32,0.17,5.46,6610.81,0.01
"49",301.845973154362,14.2,"seagrass",657.3,0.17,5.46,6578.71,0.01
"50",301.908389261745,14.2,"seagrass",657.28,0.17,5.46,6546.77,0.01
"51",301.970805369128,14.2,"seagrass",657.26,0.17,5.46,6514.98,0.01
"52",302.03322147651,14.2,"seagrass",657.24,0.17,5.46,6483.36,0.01
"53",302.095637583893,14.2,"seagrass",657.21,0.17,5.46,6451.89,0.01
"54",302.158053691275,14.2,"seagrass",657.19,0.17,5.46,6420.57,0.01
"55",302.220469798658,14.2,"seagrass",657.17,0.17,5.45,6389.41,0.01
"56",302.28288590604,14.2,"seagrass",657.14,0.17,5.45,6358.41,0.01
"57",302.345302013423,14.2,"seagrass",657.11,0.17,5.45,6327.56,0.01
"58",302.407718120805,14.2,"seagrass",657.09,0.17,5.45,6296.85,0.01
"59",302.470134228188,14.2,"seagrass",657.06,0.17,5.45,6266.3,0.01
